uuid,stkcd,date
2921,831152,20250603
2922,831167,20250604
2923,831175,20250603
2924,831175,20250605
2925,831278,20250604
2926,831278,20250605
2927,831304,20250606
2928,831526,20250603
2929,831526,20250606
2930,831641,20250606
2931,831726,20250603
2932,831832,20250606
2933,831856,20250605
2934,832171,20250603
2935,832278,20250604
2936,832876,20250606
2937,833030,20250604
2938,833030,20250605
2939,833171,20250603
2940,833266,20250604
2941,833284,20250603
2942,833346,20250606
2943,833509,20250606
2944,833533,20250603
2945,833533,20250604
2946,833533,20250606
2947,833575,20250605
2948,833580,20250603
2949,833873,20250604
2950,833914,20250603
2951,833914,20250605
2952,834014,20250603
2953,834062,20250604
2954,834407,20250603
2955,834415,20250603
2956,834475,20250604
2957,834599,20250603
2958,834599,20250605
2959,834765,20250604
2960,835179,20250606
2961,835184,20250604
2962,835185,20250606
2963,835368,20250604
2964,835368,20250606
2965,835640,20250606
2966,835892,20250605
2967,835985,20250605
2968,836208,20250604
2969,836221,20250604
2970,836239,20250603
2971,836239,20250605
2972,836260,20250604
2973,836270,20250605
2974,836419,20250603
2975,836504,20250604
2976,836807,20250604
2977,836826,20250603
2978,836942,20250603
2979,837344,20250604
2980,837403,20250606
2981,837592,20250606
2982,837663,20250606
2983,837748,20250604
2984,838163,20250605
2985,838171,20250606
2986,838227,20250604
2987,838701,20250604
2988,838837,20250605
2989,839493,20250603
2990,839790,20250604
2991,839946,20250604
2992,870656,20250605
2993,870976,20250604
2994,870976,20250606
2995,871642,20250603
2996,871694,20250605
2997,871753,20250606
2998,872374,20250604
2999,872895,20250603
3000,872925,20250606
3001,873001,20250606
3002,873169,20250603
3003,873693,20250605
3004,873706,20250604
3005,873726,20250605
3006,900939,20250605
3007,900957,20250604
3008,900957,20250605
3009,900957,20250606
3010,920008,20250604
3011,920008,20250606
3012,920016,20250604
3013,920060,20250606
3014,920066,20250606
3015,920098,20250605
3016,920167,20250603
