uuid,stkcd,date,clpr,clpr_next,label
9817,600248,20250513,3.9,3.91,up
9818,600248,20250528,3.78,3.83,up
9819,600250,20250501,8.32,8.44,up
9820,600250,20250508,8.6,8.58,down
9821,600250,20250523,8.61,8.66,up
9822,600250,20250530,8.63,9.49,up
9823,600251,20250515,7.51,7.48,down
9824,600251,20250531,7.47,7.5,up
9825,600252,20250506,2.45,2.5,up
9826,600252,20250507,2.5,2.48,down
9827,600252,20250513,2.45,2.46,up
9828,600252,20250531,2.61,2.63,up
9829,600255,20250517,3.25,3.26,up
9830,600256,20250507,5.83,5.76,down
9831,600256,20250509,5.78,5.88,up
9832,600256,20250510,5.78,5.88,up
9833,600256,20250517,6.03,5.89,down
9834,600256,20250521,5.99,5.95,down
9835,600256,20250527,5.93,5.95,up
9836,600257,20250528,5.03,5.04,up
9837,600258,20250529,14.83,14.64,down
9838,600259,20250508,38.61,38.0,down
9839,600261,20250513,3.22,3.22,up
9840,600261,20250516,3.21,3.25,up
9841,600262,20250508,22.29,21.9,down
9842,600262,20250517,20.74,20.84,up
9843,600262,20250524,20.85,22.72,up
9844,600265,20250513,15.3,15.32,up
9845,600265,20250514,15.32,15.29,down
9846,600265,20250524,16.25,16.53,up
9847,600266,20250513,4.56,4.5,down
9848,600267,20250509,8.8,8.75,down
9849,600267,20250513,8.83,8.87,up
9850,600267,20250517,8.91,8.76,down
9851,600267,20250523,9.14,8.94,down
9852,600268,20250510,7.84,7.86,up
9853,600268,20250523,7.91,8.01,up
9854,600269,20250508,5.23,5.37,up
9855,600269,20250515,5.32,5.27,down
9856,600269,20250524,5.26,5.27,up
9857,600271,20250516,8.52,8.69,up
9858,600271,20250524,8.41,8.55,up
9859,600272,20250508,13.82,13.61,down
9860,600272,20250516,13.52,13.61,up
9861,600272,20250524,13.76,13.79,up
9862,600273,20250501,8.55,8.51,down
9863,600273,20250507,8.55,8.52,down
9864,600273,20250523,8.46,8.37,down
9865,600273,20250530,8.12,8.32,up
9866,600276,20250506,51.0,51.51,up
9867,600276,20250508,51.56,52.81,up
9868,600276,20250509,52.81,50.69,down
9869,600276,20250510,52.81,50.69,down
9870,600276,20250513,51.23,52.9,up
9871,600276,20250515,53.69,53.85,up
9872,600276,20250516,53.85,53.45,down
9873,600276,20250519,53.45,54.45,up
9874,600276,20250522,55.6,54.5,down
9875,600276,20250523,54.5,53.35,down
9876,600276,20250524,54.5,53.35,down
9877,600276,20250527,53.42,54.25,up
9878,600276,20250530,54.74,54.88,up
9879,600276,20250531,54.74,54.88,up
9880,600278,20250513,7.7,8.08,up
9881,600279,20250510,5.41,5.41,up
9882,600279,20250516,5.76,6.04,up
9883,600279,20250523,6.51,6.38,down
9884,600279,20250529,6.24,6.09,down
9885,600280,20250509,3.45,3.46,up
9886,600280,20250513,3.46,3.46,up
9887,600280,20250521,3.51,3.43,down
9888,600281,20250508,4.73,4.31,down
9889,600281,20250516,5.05,5.56,up
9890,600281,20250520,5.9,5.41,down
9891,600281,20250521,5.41,5.21,down
9892,600281,20250528,5.32,5.2,down
9893,600282,20250509,4.34,4.35,up
9894,600282,20250510,4.34,4.35,up
9895,600282,20250513,4.41,4.36,down
9896,600282,20250517,4.27,4.27,up
9897,600282,20250520,4.26,4.27,up
9898,600282,20250528,4.29,4.27,down
9899,600283,20250509,10.61,10.66,up
9900,600284,20250516,7.04,7.17,up
9901,600285,20250517,23.72,23.51,down
9902,600285,20250521,23.31,23.21,down
9903,600287,20250523,4.99,4.99,up
9904,600287,20250529,5.0,5.09,up
9905,600287,20250531,5.09,5.27,up
9906,600288,20250513,9.14,9.08,down
9907,600289,20250509,5.78,5.64,down
9908,600289,20250510,5.78,5.64,down
9909,600289,20250530,5.1,5.03,down
9910,600292,20250515,13.15,12.74,down
9911,600292,20250516,12.74,13.07,up
9912,600293,20250509,3.04,3.07,up
9913,600293,20250517,3.05,3.06,up
9914,600293,20250520,3.0,3.01,up
9915,600293,20250523,2.97,3.0,up
9916,600295,20250509,9.02,9.12,up
9917,600298,20250501,35.24,36.18,up
9918,600298,20250509,36.56,36.59,up
9919,600298,20250513,36.53,36.47,down
9920,600298,20250516,36.3,36.3,up
9921,600298,20250526,36.8,37.89,up
9922,600298,20250527,37.89,38.1,up
9923,600298,20250530,38.1,38.02,down
9924,600299,20250513,9.94,10.01,up
9925,600300,20250507,3.67,3.62,down
9926,600300,20250510,3.57,3.56,down
9927,600300,20250513,3.5,3.54,up
9928,600300,20250523,3.54,3.55,up
9929,600301,20250501,19.15,19.72,up
9930,600301,20250508,20.01,19.35,down
9931,600301,20250510,19.35,19.88,up
9932,600301,20250520,19.35,19.5,up
9933,600301,20250521,19.5,19.08,down
9934,600301,20250528,18.56,18.72,up
9935,600302,20250507,5.57,5.69,up
9936,600302,20250510,5.78,5.74,down
9937,600302,20250513,5.65,5.62,down
9938,600302,20250524,5.6,5.63,up
9939,600303,20250509,4.18,4.47,up
9940,600303,20250510,4.18,4.47,up
9941,600303,20250527,4.09,4.04,down
9942,600305,20250509,7.84,7.82,down
9943,600305,20250513,7.82,7.81,down
9944,600305,20250524,7.69,7.81,up
9945,600307,20250507,1.41,1.4,down
9946,600307,20250516,1.39,1.43,up
9947,600307,20250517,1.39,1.43,up
9948,600307,20250523,1.42,1.42,up
9949,600307,20250529,1.41,1.4,down
9950,600308,20250507,3.51,3.49,down
9951,600308,20250513,3.53,3.56,up
9952,600308,20250521,3.58,3.53,down
9953,600309,20250508,55.45,54.89,down
9954,600309,20250509,54.89,57.48,up
9955,600309,20250512,57.48,56.96,down
9956,600309,20250516,56.83,56.75,down
9957,600309,20250523,56.08,55.41,down
9958,600309,20250526,55.41,54.95,down
9959,600309,20250527,54.95,54.91,down
9960,600310,20250508,4.42,4.44,up
9961,600312,20250507,16.69,16.73,up
9962,600312,20250509,16.67,16.83,up
9963,600312,20250516,16.38,16.53,up
9964,600313,20250520,6.42,6.39,down
9965,600313,20250524,6.21,6.27,up
9966,600315,20250520,26.0,26.34,up
9967,600315,20250529,23.85,23.76,down
9968,600316,20250515,36.5,35.84,down
9969,600316,20250523,34.44,35.19,up
9970,600318,20250510,8.97,9.28,up
9971,600318,20250522,9.11,8.75,down
9972,600318,20250528,8.49,8.72,up
9973,600319,20250513,5.71,5.8,up
9974,600319,20250528,5.83,5.95,up
9975,600319,20250529,5.95,5.84,down
9976,600320,20250507,4.66,4.57,down
9977,600320,20250520,4.47,4.4,down
9978,600320,20250524,4.26,4.33,up
9979,600320,20250529,4.44,4.36,down
9980,600320,20250530,4.36,4.36,up
9981,600322,20250506,2.25,2.3,up
9982,600322,20250516,2.27,2.39,up
9983,600322,20250522,2.41,2.48,up
9984,600322,20250523,2.48,2.43,down
9985,600323,20250501,23.2,23.28,up
9986,600323,20250508,23.23,23.74,up
9987,600323,20250513,24.01,23.82,down
9988,600323,20250521,25.2,24.82,down
9989,600325,20250508,5.18,5.09,down
9990,600325,20250520,5.09,5.08,down
9991,600325,20250530,4.91,4.9,down
9992,600325,20250531,4.91,4.9,down
9993,600326,20250501,6.99,7.02,up
9994,600326,20250507,7.2,7.31,up
9995,600326,20250510,7.06,7.21,up
9996,600326,20250530,7.6,7.89,up
9997,600327,20250509,4.87,4.88,up
9998,600327,20250513,4.87,4.89,up
9999,600327,20250530,4.79,4.88,up
10000,600328,20250507,7.17,7.15,down
10001,600328,20250509,7.12,7.15,up
10002,600328,20250515,7.07,7.11,up
10003,600328,20250520,7.14,7.15,up
10004,600329,20250508,29.85,29.86,up
10005,600329,20250512,29.79,29.88,up
10006,600329,20250516,31.1,31.34,up
10007,600329,20250530,33.98,34.6,up
10008,600330,20250507,6.77,6.83,up
10009,600330,20250509,6.84,6.97,up
10010,600330,20250524,6.64,6.71,up
10011,600331,20250501,6.67,6.65,down
10012,600331,20250508,6.94,6.84,down
10013,600331,20250510,6.84,6.97,up
10014,600331,20250516,7.0,7.06,up
10015,600331,20250523,7.39,7.45,up
10016,600332,20250507,26.62,26.52,down
10017,600332,20250510,26.51,26.63,up
10018,600332,20250513,26.83,26.76,down
10019,600332,20250520,27.06,27.11,up
10020,600332,20250521,27.11,27.04,down
10021,600332,20250523,26.92,26.75,down
10022,600332,20250529,26.91,27.03,up
10023,600332,20250530,27.03,27.27,up
10024,600333,20250517,4.69,4.71,up
10025,600333,20250523,4.61,4.66,up
10026,600333,20250528,4.69,4.73,up
10027,600335,20250528,6.47,6.55,up
10028,600336,20250506,7.0,7.1,up
10029,600336,20250513,7.0,6.98,down
10030,600336,20250519,7.66,7.98,up
10031,600336,20250524,7.17,7.35,up
10032,600337,20250508,2.02,2.02,up
10033,600337,20250517,2.17,2.25,up
10034,600337,20250523,2.11,2.14,up
10035,600337,20250524,2.11,2.14,up
10036,600337,20250529,2.23,2.15,down
10037,600338,20250528,9.81,9.88,up
10038,600338,20250529,9.88,9.75,down
10039,600339,20250515,3.16,3.11,down
10040,600339,20250524,3.09,3.11,up
10041,600340,20250507,2.48,2.53,up
10042,600340,20250517,2.83,3.11,up
10043,600340,20250520,2.96,2.66,down
10044,600340,20250523,2.41,2.34,down
10045,600340,20250524,2.41,2.34,down
10046,600343,20250501,10.92,11.08,up
10047,600343,20250515,11.72,11.87,up
10048,600343,20250521,12.42,11.81,down
10049,600343,20250527,11.76,11.51,down
10050,600343,20250528,11.51,11.87,up
10051,600345,20250515,23.24,24.52,up
10052,600345,20250523,23.25,23.48,up
10053,600345,20250530,23.36,23.46,up
10054,600346,20250501,15.29,15.63,up
10055,600346,20250509,15.65,15.62,down
10056,600346,20250517,15.97,15.78,down
10057,600346,20250520,15.8,15.86,up
10058,600348,20250515,6.73,6.71,down
10059,600348,20250520,6.68,6.84,up
10060,600348,20250527,6.59,6.67,up
10061,600350,20250508,10.8,10.94,up
10062,600350,20250509,10.94,10.81,down
10063,600350,20250513,10.81,10.7,down
10064,600350,20250515,10.86,10.82,down
10065,600350,20250516,10.82,10.87,up
10066,600350,20250517,10.82,10.87,up
10067,600350,20250522,11.17,11.07,down
10068,600350,20250528,11.26,11.26,up
10069,600350,20250529,11.26,11.44,up
10070,600350,20250530,11.44,11.2,down
10071,600351,20250513,6.1,6.11,up
10072,600351,20250515,6.18,6.19,up
10073,600351,20250517,6.19,6.2,up
10074,600351,20250524,6.27,6.25,down
10075,600351,20250530,6.08,6.2,up
10076,600352,20250523,9.92,9.84,down
10077,600352,20250531,9.81,9.94,up
10078,600353,20250507,9.12,9.17,up
10079,600353,20250509,9.09,9.22,up
10080,600353,20250510,9.09,9.22,up
10081,600353,20250516,9.59,9.61,up
10082,600353,20250521,8.97,9.12,up
10083,600353,20250524,9.88,10.52,up
10084,600354,20250510,6.27,6.14,down
10085,600354,20250513,6.16,6.21,up
10086,600355,20250507,2.61,2.48,down
10087,600355,20250523,2.62,2.71,up
10088,600355,20250529,3.0,2.96,down
10089,600355,20250531,2.96,2.87,down
10090,600356,20250510,7.81,7.8,down
10091,600356,20250520,8.2,8.13,down
10092,600356,20250524,8.02,8.11,up
10093,600358,20250515,4.73,4.97,up
10094,600358,20250516,4.73,4.97,up
10095,600358,20250529,4.97,5.22,up
10096,600358,20250531,5.22,5.48,up
10097,600359,20250520,6.98,6.95,down
10098,600360,20250513,6.44,6.45,up
10099,600360,20250520,6.47,6.53,up
10100,600360,20250521,6.53,6.58,up
10101,600360,20250527,6.93,6.76,down
10102,600361,20250507,3.89,3.91,up
10103,600361,20250510,3.86,3.9,up
10104,600361,20250516,3.89,3.95,up
10105,600361,20250520,3.94,3.92,down
10106,600361,20250528,3.87,3.91,up
10107,600362,20250510,21.53,21.92,up
10108,600362,20250516,21.72,21.6,down
10109,600362,20250527,21.28,21.34,up
10110,600363,20250508,58.8,57.93,down
10111,600363,20250510,57.93,61.04,up
10112,600363,20250520,59.37,58.14,down
10113,600363,20250527,61.18,61.33,up
10114,600365,20250523,2.93,3.05,up
10115,600365,20250531,3.37,3.2,down
10116,600366,20250507,8.09,8.07,down
10117,600366,20250508,8.07,8.08,up
10118,600366,20250521,8.15,8.02,down
10119,600366,20250523,7.96,8.02,up
10120,600366,20250531,7.82,7.86,up
10121,600367,20250508,14.11,13.8,down
10122,600367,20250513,13.8,13.89,up
10123,600367,20250524,13.35,13.38,up
10124,600368,20250509,4.53,4.5,down
10125,600369,20250524,4.13,4.11,down
10126,600369,20250530,4.15,4.19,up
10127,600370,20250507,1.84,1.86,up
10128,600370,20250509,1.84,1.88,up
10129,600370,20250516,2.07,2.08,up
10130,600370,20250524,1.9,1.94,up
10131,600370,20250527,1.99,1.96,down
10132,600370,20250531,1.96,1.99,up
10133,600371,20250513,9.22,9.29,up
10134,600371,20250524,9.02,9.17,up
10135,600372,20250506,10.95,11.33,up
10136,600372,20250507,11.33,11.62,up
10137,600372,20250530,11.59,11.64,up
10138,600373,20250507,10.67,10.69,up
10139,600373,20250510,10.57,10.62,up
10140,600373,20250516,10.43,10.46,up
10141,600373,20250523,10.42,10.53,up
10142,600375,20250507,5.71,6.28,up
10143,600375,20250515,6.01,5.99,down
10144,600376,20250501,2.37,2.39,up
10145,600376,20250510,2.4,2.39,down
10146,600376,20250521,2.45,2.39,down
10147,600376,20250522,2.39,2.34,down
10148,600376,20250530,2.41,2.4,down
10149,600377,20250527,15.78,16.01,up
10150,600378,20250515,25.82,25.16,down
10151,600378,20250523,24.38,24.36,down
10152,600378,20250529,23.99,23.96,down
10153,600379,20250509,9.68,9.68,up
10154,600379,20250513,9.6,9.58,down
10155,600379,20250517,9.64,9.79,up
10156,600379,20250523,10.85,10.62,down
10157,600380,20250507,10.69,10.69,up
10158,600380,20250510,10.71,10.69,down
10159,600380,20250513,10.75,10.74,down
10160,600380,20250523,10.89,10.74,down
10161,600380,20250528,10.82,11.02,up
10162,600380,20250530,11.15,11.47,up
10163,600381,20250508,3.59,3.74,up
10164,600381,20250509,3.74,3.73,down
10165,600381,20250513,3.71,3.68,down
10166,600381,20250524,3.83,3.93,up
10167,600381,20250527,3.87,3.8,down
10168,600382,20250501,4.57,4.78,up
10169,600382,20250507,4.89,4.88,down
10170,600382,20250510,4.88,4.86,down
10171,600382,20250513,4.82,4.86,up
10172,600382,20250516,4.84,4.93,up
10173,600382,20250521,5.05,4.96,down
10174,600383,20250509,4.16,4.19,up
10175,600383,20250530,3.85,3.71,down
10176,600388,20250501,11.56,11.71,up
10177,600388,20250508,11.79,11.96,up
10178,600388,20250509,11.96,11.98,up
10179,600388,20250530,11.42,11.44,up
10180,600389,20250501,16.43,17.03,up
10181,600389,20250514,16.74,16.69,down
10182,600389,20250530,19.16,18.55,down
10183,600390,20250501,5.21,5.44,up
10184,600390,20250510,5.35,5.42,up
10185,600390,20250517,5.38,5.4,up
10186,600390,20250524,5.28,5.3,up
10187,600391,20250520,24.34,23.91,down
10188,600391,20250529,25.1,26.5,up
10189,600392,20250508,12.1,11.87,down
10190,600392,20250509,11.87,12.07,up
10191,600392,20250514,12.3,13.12,up
10192,600392,20250515,13.12,12.55,down
10193,600395,20250501,4.54,4.56,up
10194,600395,20250517,4.63,4.67,up
10195,600395,20250523,4.66,4.6,down
10196,600395,20250531,4.59,4.56,down
10197,600396,20250508,3.43,3.76,up
10198,600396,20250509,3.76,3.49,down
10199,600396,20250515,3.33,3.29,down
10200,600396,20250529,3.15,3.09,down
10201,600397,20250501,4.88,5.03,up
10202,600397,20250507,5.14,5.13,down
10203,600397,20250510,5.13,5.12,down
10204,600397,20250513,5.11,5.18,up
10205,600397,20250517,5.64,6.0,up
10206,600397,20250531,5.56,5.33,down
10207,600398,20250513,8.06,7.92,down
10208,600398,20250516,7.8,7.8,up
10209,600399,20250510,5.2,5.43,up
10210,600400,20250506,2.18,2.2,up
10211,600400,20250508,2.22,2.2,down
10212,600400,20250515,2.24,2.34,up
10213,600400,20250521,2.29,2.26,down
10214,600400,20250528,2.2,2.24,up
10215,600403,20250517,3.99,3.93,down
10216,600405,20250501,4.7,4.82,up
10217,600405,20250514,4.77,4.67,down
10218,600405,20250517,4.72,4.9,up
10219,600405,20250520,4.97,4.86,down
10220,600405,20250524,4.86,4.85,down
10221,600406,20250508,22.92,22.89,down
10222,600406,20250516,22.66,22.9,up
10223,600406,20250528,22.04,22.18,up
10224,600408,20250515,1.93,1.93,up
10225,600409,20250509,4.92,4.94,up
10226,600409,20250515,4.97,4.96,down
10227,600409,20250524,4.9,4.89,down
10228,600409,20250529,4.91,4.88,down
10229,600410,20250508,10.71,9.98,down
10230,600410,20250515,10.3,10.79,up
10231,600410,20250523,9.82,9.9,up
10232,600415,20250501,15.33,15.2,down
10233,600415,20250507,15.31,15.17,down
10234,600415,20250530,17.62,18.17,up
10235,600416,20250501,9.9,10.18,up
10236,600416,20250510,10.41,10.84,up
10237,600416,20250515,10.41,10.47,up
10238,600416,20250528,11.11,11.17,up
10239,600418,20250508,35.75,35.73,down
10240,600418,20250510,35.73,35.88,up
10241,600418,20250527,40.42,38.14,down
10242,600419,20250507,9.57,9.72,up
10243,600419,20250508,9.72,9.57,down
10244,600419,20250516,9.61,9.88,up
10245,600420,20250509,10.31,10.33,up
10246,600420,20250529,10.61,10.75,up
10247,600421,20250507,4.99,5.12,up
10248,600421,20250513,5.81,6.1,up
10249,600421,20250515,6.41,6.09,down
10250,600421,20250516,6.09,6.39,up
10251,600421,20250520,6.71,6.99,up
10252,600422,20250513,16.1,15.97,down
10253,600422,20250530,15.94,15.75,down
10254,600423,20250510,3.19,3.2,up
10255,600423,20250517,3.29,3.35,up
10256,600425,20250506,3.76,3.76,up
10257,600425,20250508,3.77,3.75,down
10258,600425,20250517,3.77,3.79,up
10259,600426,20250507,21.01,20.76,down
10260,600426,20250510,20.7,20.85,up
10261,600426,20250513,21.14,21.05,down
10262,600426,20250520,20.45,20.48,up
10263,600426,20250529,21.05,20.82,down
10264,600426,20250530,20.82,20.72,down
10265,600429,20250515,4.52,4.5,down
10266,600433,20250507,3.09,3.12,up
10267,600433,20250520,3.14,3.14,up
10268,600435,20250515,11.36,11.28,down
10269,600435,20250523,11.41,11.31,down
10270,600435,20250530,11.18,11.21,up
10271,600436,20250530,204.05,204.8,up
10272,600436,20250531,204.05,204.8,up
10273,600438,20250501,16.31,16.63,up
10274,600438,20250508,16.9,16.5,down
10275,600438,20250510,16.5,17.06,up
10276,600438,20250513,18.35,17.79,down
10277,600438,20250521,17.18,16.99,down
10278,600438,20250530,16.29,16.19,down
10279,600439,20250516,3.49,3.66,up
10280,600439,20250517,3.49,3.66,up
10281,600439,20250523,3.41,3.75,up
10282,600439,20250524,3.41,3.75,up
10283,600444,20250523,15.17,16.01,up
10284,600444,20250530,16.36,16.29,down
10285,600446,20250501,14.7,15.28,up
10286,600446,20250513,15.19,15.47,up
10287,600446,20250516,15.06,15.55,up
10288,600446,20250520,15.5,15.54,up
10289,600446,20250524,15.37,14.91,down
10290,600446,20250526,14.91,14.78,down
10291,600446,20250531,15.98,16.28,up
10292,600448,20250508,3.58,3.94,up
10293,600448,20250509,3.94,4.1,up
10294,600448,20250510,3.94,4.1,up
10295,600448,20250513,4.51,4.8,up
10296,600448,20250516,5.13,5.27,up
10297,600448,20250520,4.87,4.58,down
10298,600448,20250523,3.91,3.91,up
10299,600449,20250528,13.0,13.96,up
10300,600452,20250510,9.66,9.64,down
10301,600452,20250515,9.54,9.52,down
10302,600452,20250516,9.52,9.48,down
10303,600452,20250522,9.62,10.08,up
10304,600452,20250524,10.08,9.9,down
10305,600455,20250513,25.15,25.2,up
10306,600456,20250501,29.18,29.79,up
10307,600456,20250513,30.32,30.26,down
10308,600456,20250515,29.73,30.15,up
10309,600458,20250515,11.5,11.69,up
10310,600458,20250524,11.43,11.63,up
10311,600458,20250529,11.67,11.44,down
10312,600459,20250509,13.39,13.54,up
10313,600459,20250510,13.39,13.54,up
10314,600459,20250516,13.42,13.41,down
10315,600460,20250501,25.02,25.31,up
10316,600460,20250507,25.15,25.16,up
10317,600460,20250510,24.81,25.27,up
10318,600460,20250523,24.4,24.54,up
10319,600460,20250531,24.02,23.88,down
10320,600461,20250508,9.63,9.6,down
10321,600461,20250513,9.62,9.59,down
10322,600461,20250517,9.5,9.55,up
10323,600461,20250523,9.48,9.5,up
10324,600461,20250524,9.48,9.5,up
10325,600461,20250529,9.53,9.57,up
10326,600463,20250508,10.11,10.24,up
10327,600463,20250510,10.24,9.87,down
10328,600463,20250520,11.85,13.04,up
10329,600463,20250521,13.04,13.06,up
10330,600463,20250523,11.75,10.65,down
10331,600463,20250524,11.75,10.65,down
10332,600467,20250520,2.38,2.34,down
10333,600468,20250513,4.61,4.61,up
10334,600468,20250520,6.09,6.01,down
10335,600468,20250521,6.01,5.41,down
10336,600468,20250528,6.48,6.37,down
10337,600469,20250509,5.51,5.57,up
10338,600469,20250517,5.58,5.68,up
10339,600469,20250528,5.56,5.64,up
10340,600470,20250527,6.05,5.87,down
10341,600470,20250530,5.8,5.94,up
10342,600475,20250507,9.55,9.54,down
10343,600475,20250509,9.66,9.66,up
10344,600475,20250520,10.08,10.06,down
10345,600475,20250521,10.06,10.5,up
10346,600475,20250524,10.2,10.44,up
10347,600476,20250523,16.6,18.26,up
10348,600477,20250516,2.6,2.62,up
10349,600477,20250521,2.62,2.56,down
10350,600477,20250524,2.54,2.57,up
10351,600477,20250529,2.59,2.57,down
10352,600478,20250510,4.88,4.98,up
10353,600478,20250515,4.81,4.83,up
10354,600478,20250520,4.87,4.97,up
10355,600478,20250521,4.97,4.8,down
10356,600478,20250524,4.67,4.74,up
10357,600478,20250527,4.76,4.69,down
10358,600479,20250523,10.39,10.23,down
10359,600479,20250530,10.53,10.69,up
10360,600480,20250513,16.71,16.35,down
10361,600480,20250515,15.56,15.95,up
10362,600480,20250516,15.95,15.55,down
10363,600480,20250521,15.9,15.74,down
10364,600480,20250527,16.68,16.31,down
10365,600480,20250530,15.35,15.23,down
10366,600481,20250501,4.39,4.55,up
10367,600481,20250507,4.58,4.69,up
10368,600481,20250508,4.69,4.57,down
10369,600481,20250509,4.57,4.68,up
10370,600481,20250514,4.75,4.61,down
10371,600481,20250515,4.61,4.6,down
10372,600481,20250523,4.51,4.54,up
10373,600482,20250508,21.78,21.7,down
10374,600482,20250521,22.0,21.77,down
10375,600482,20250523,21.58,21.59,up
10376,600482,20250524,21.58,21.59,up
10377,600482,20250530,21.79,21.8,up
10378,600483,20250506,9.7,9.69,down
10379,600483,20250516,9.71,9.71,up
10380,600486,20250517,51.55,51.36,down
10381,600486,20250523,51.66,51.38,down
10382,600486,20250527,53.56,54.56,up
10383,600487,20250513,15.85,15.87,up
10384,600487,20250521,15.18,15.04,down
10385,600488,20250501,4.05,4.07,up
10386,600488,20250513,4.09,4.08,down
10387,600488,20250517,4.13,4.17,up
10388,600489,20250520,13.55,14.0,up
10389,600489,20250524,13.9,14.42,up
10390,600489,20250528,14.16,13.88,down
10391,600490,20250501,4.81,4.73,down
10392,600490,20250508,4.61,4.61,up
10393,600490,20250516,4.42,4.34,down
10394,600490,20250522,4.39,4.37,down
10395,600491,20250510,4.0,3.97,down
10396,600491,20250517,3.97,3.93,down
10397,600491,20250521,3.89,3.85,down
10398,600491,20250527,3.91,3.8,down
10399,600491,20250530,3.81,3.83,up
10400,600493,20250506,5.51,5.6,up
10401,600493,20250520,5.81,5.91,up
10402,600495,20250515,4.12,4.15,up
10403,600495,20250529,5.11,5.31,up
10404,600496,20250501,3.18,3.23,up
10405,600496,20250507,3.2,3.24,up
10406,600496,20250510,3.22,3.2,down
10407,600496,20250515,3.17,3.18,up
10408,600496,20250516,3.18,3.2,up
10409,600496,20250520,3.22,3.22,up
10410,600496,20250523,3.13,3.12,down
10411,600496,20250527,3.12,3.13,up
10412,600496,20250528,3.13,3.17,up
10413,600497,20250508,5.21,5.19,down
10414,600498,20250512,22.19,21.87,down
10415,600498,20250517,20.89,20.84,down
10416,600498,20250530,20.08,19.95,down
10417,600499,20250520,10.32,10.13,down
10418,600499,20250527,10.02,9.93,down
10419,600499,20250531,10.3,10.16,down
10420,600500,20250517,4.09,4.01,down
10421,600500,20250524,3.82,3.87,up
10422,600501,20250513,19.56,19.28,down
10423,600501,20250520,20.68,20.03,down
10424,600501,20250522,19.75,19.87,up
10425,600501,20250527,20.16,19.95,down
10426,600501,20250528,19.95,20.5,up
10427,600501,20250531,20.01,18.98,down
10428,600502,20250512,4.65,4.68,up
10429,600502,20250517,4.66,4.68,up
10430,600502,20250524,4.61,4.65,up
10431,600502,20250531,4.74,4.73,down
10432,600503,20250501,2.52,2.77,up
10433,600503,20250510,2.7,2.74,up
10434,600503,20250517,2.68,2.79,up
10435,600505,20250507,15.64,15.97,up
10436,600505,20250513,15.48,16.35,up
10437,600505,20250516,15.44,15.15,down
10438,600505,20250521,17.19,17.58,up
10439,600505,20250527,16.49,15.8,down
10440,600506,20250509,19.61,19.69,up
10441,600506,20250510,19.61,19.69,up
10442,600506,20250513,19.5,19.81,up
10443,600506,20250517,19.43,19.72,up
10444,600506,20250520,20.07,19.66,down
10445,600506,20250527,18.94,18.66,down
10446,600506,20250528,18.66,18.8,up
10447,600507,20250501,4.45,4.46,up
10448,600507,20250517,4.35,4.4,up
10449,600507,20250530,4.26,4.17,down
10450,600508,20250523,11.28,11.25,down
10451,600509,20250501,7.0,6.94,down
10452,600509,20250508,6.85,6.96,up
10453,600509,20250516,6.79,6.89,up
10454,600509,20250517,6.79,6.89,up
10455,600509,20250531,6.38,6.32,down
10456,600510,20250501,5.21,5.26,up
10457,600510,20250513,5.02,5.02,up
10458,600512,20250508,2.27,2.25,down
10459,600512,20250510,2.25,2.24,down
10460,600513,20250501,8.99,8.87,down
10461,600513,20250510,9.05,9.11,up
10462,600513,20250527,9.35,9.27,down
10463,600513,20250529,9.53,9.58,up
10464,600515,20250501,3.51,3.6,up
10465,600515,20250507,3.58,3.58,up
10466,600515,20250510,3.54,3.55,up
10467,600515,20250515,3.52,3.53,up
10468,600515,20250516,3.53,3.55,up
10469,600515,20250523,3.46,3.43,down
10470,600515,20250530,3.45,3.41,down
10471,600516,20250510,4.71,4.76,up
10472,600516,20250517,4.77,4.73,down
10473,600516,20250523,4.61,4.65,up
10474,600516,20250524,4.61,4.65,up
10475,600517,20250507,4.95,5.01,up
10476,600517,20250516,4.89,4.92,up
10477,600517,20250517,4.89,4.92,up
10478,600518,20250513,1.98,1.99,up
10479,600518,20250516,1.97,1.98,up
10480,600519,20250508,1578.19,1591.18,up
10481,600519,20250515,1632.01,1614.13,down
10482,600519,20250517,1614.13,1578.98,down
10483,600519,20250520,1586.0,1580.97,down
10484,600520,20250520,30.13,29.24,down
10485,600520,20250522,28.7,28.16,down
10486,600520,20250531,27.39,27.48,up
10487,600521,20250501,14.35,14.35,up
10488,600521,20250516,14.33,14.2,down
10489,600521,20250523,16.74,16.03,down
10490,600521,20250524,16.74,16.03,down
10491,600521,20250526,16.03,16.35,up
10492,600521,20250527,16.35,16.32,down
10493,600521,20250531,17.29,18.61,up
10494,600522,20250507,13.98,14.17,up
10495,600523,20250527,14.55,14.07,down
10496,600525,20250501,3.44,3.27,down
10497,600525,20250508,3.11,3.18,up
10498,600525,20250509,3.18,3.22,up
10499,600525,20250520,3.42,3.54,up
10500,600525,20250522,3.47,3.33,down
10501,600525,20250531,3.38,3.34,down
10502,600526,20250501,4.69,4.78,up
10503,600526,20250530,4.87,4.92,up
10504,600527,20250501,2.02,2.06,up
10505,600527,20250513,2.14,2.23,up
10506,600527,20250515,2.32,2.2,down
10507,600527,20250517,2.2,2.34,up
10508,600527,20250520,2.31,2.24,down
10509,600527,20250523,2.14,2.16,up
10510,600528,20250508,7.5,7.45,down
10511,600529,20250501,22.18,22.09,down
10512,600529,20250513,21.96,21.91,down
10513,600529,20250516,21.61,21.78,up
10514,600529,20250517,21.61,21.78,up
